image_hex_string	actual	base_prediction	corrupting_pixels
0x3f0c0007f18000e330001c0e000381c000387800039e00001fc00003f00000fe00003fe00003dc00001fc0000078000000000000000000000000000000000000000000000	8	8	(15, 5);(15, 6);(15, 7)
0x78000007800001f000001f000003e000003e000007c00000fc00000f800001f000001f000003f000003f000003f600003fc00007fc0000ff00000fe000007800000380000000000000000000000000000000	1	6	(20, 2);(20, 3);(21, 3);(6, 6);(7, 6);(8, 6);(9, 6);(10, 6);(11, 6);(4, 7);(6, 7);(7, 7);(8, 7);(9, 7);(10, 7);(11, 7);(12, 7);(3, 8);(4, 8);(5, 8);(6, 8);(7, 8);(8, 8);(9, 8);(10, 8);(11, 8);(12, 8);(22, 8);(23, 8);(3, 9);(4, 9);(5, 9);(6, 9);(7, 9);(8, 9);(9, 9);(10, 9);(11, 9);(12, 9);(19, 9);(2, 10);(3, 10);(4, 10);(5, 10);(6, 10);(7, 10);(8, 10);(9, 10);(10, 10);(11, 10);(15, 10);(16, 10);(17, 10);(18, 10);(3, 11);(4, 11);(5, 11);(6, 11);(7, 11);(8, 11);(9, 11);(10, 11);(11, 11);(13, 11);(15, 11);(16, 11);(17, 11);(21, 11);(22, 11);(3, 12);(4, 12);(5, 12);(6, 12);(7, 12);(8, 12);(11, 12);(12, 12);(20, 12);(21, 12);(22, 12);(3, 13);(4, 13);(5, 13);(6, 13);(7, 13);(10, 13);(11, 13);(20, 13);(21, 13);(3, 14);(4, 14);(5, 14);(6, 14);(8, 14);(21, 14);(3, 15);(4, 15);(5, 15);(8, 15);(25, 15);(4, 16);(5, 16);(13, 16);(18, 16);(25, 16);(17, 17);(18, 17);(17, 18);(20, 18);(21, 18);(19, 19);(20, 19);(21, 19);(22, 19);(19, 20);(20, 20);(21, 20);(22, 20);(19, 21);(20, 21);(21, 21);(22, 21);(19, 22);(20, 22);(21, 22);(22, 22);(20, 23);(21, 23);(22, 23)
0x4000000c00000080000018000001000000300000030000006000000600000060100006070000e07800060f800079d80003ff80000ff000003f0000010000001000000100000000000000000000000000000000000000	6	6	(5, 7);(6, 7);(7, 7);(15, 7);(16, 7);(6, 8);(16, 8);(9, 12);(10, 12);(18, 12);(9, 13);(10, 13);(16, 13);(8, 14);(9, 14);(10, 14);(19, 14);(23, 14);(8, 15);(9, 15);(10, 15);(11, 15);(19, 15);(23, 15);(8, 16);(9, 16);(10, 16);(11, 16);(21, 16);(8, 17);(9, 17);(10, 17);(11, 17);(13, 17);(8, 18);(9, 18);(10, 18);(11, 18);(16, 18);(8, 19);(9, 19);(10, 19);(11, 19);(8, 20);(9, 20);(10, 20);(11, 20);(12, 20);(8, 21);(9, 21);(10, 21);(11, 21);(9, 22);(10, 22);(11, 22);(9, 23);(10, 23)
0x2000000600000060000006000000600000060000006000000600000060000006000000600000060000006000000e000000e000000e000000ef000006f800006fc00006000000000000000000000000000000000000000000000	1	1	(15, 3);(16, 3);(20, 3);(2, 4);(3, 4);(5, 4);(2, 5);(3, 5);(4, 5);(5, 5);(6, 5);(11, 5);(20, 5);(2, 6);(3, 6);(4, 6);(5, 6);(6, 6);(7, 6);(10, 6);(11, 6);(20, 6);(2, 7);(3, 7);(4, 7);(5, 7);(6, 7);(7, 7);(9, 7);(10, 7);(11, 7);(19, 7);(20, 7);(2, 8);(3, 8);(4, 8);(5, 8);(6, 8);(7, 8);(8, 8);(9, 8);(10, 8);(11, 8);(18, 8);(19, 8);(20, 8);(2, 9);(3, 9);(4, 9);(5, 9);(6, 9);(7, 9);(8, 9);(9, 9);(10, 9);(11, 9);(18, 9);(19, 9);(20, 9);(21, 9);(2, 10);(3, 10);(4, 10);(5, 10);(6, 10);(7, 10);(8, 10);(9, 10);(10, 10);(11, 10);(17, 10);(18, 10);(19, 10);(20, 10);(21, 10);(3, 11);(4, 11);(5, 11);(6, 11);(7, 11);(8, 11);(9, 11);(16, 11);(17, 11);(18, 11);(19, 11);(20, 11);(21, 11);(22, 11);(3, 12);(4, 12);(5, 12);(6, 12);(7, 12);(19, 12);(22, 12);(23, 12);(24, 12);(7, 13);(8, 13);(9, 13);(10, 13);(11, 13);(12, 13);(13, 13);(14, 13);(17, 13);(18, 13);(19, 13);(23, 13);(24, 13);(2, 14);(7, 14);(9, 14);(11, 14);(12, 14);(13, 14);(14, 14);(15, 14);(16, 14);(17, 14);(18, 14);(19, 14);(20, 14);(21, 14);(25, 14);(26, 14);(9, 15);(10, 15);(19, 15);(25, 15);(26, 15);(27, 15);(7, 16);(8, 16);(9, 16);(17, 16);(25, 16);(26, 16);(27, 16);(7, 17);(9, 17);(26, 17);(27, 17);(9, 18);(10, 18);(17, 18);(26, 18);(27, 18);(10, 19);(11, 19);(12, 19);(27, 19);(10, 20);(11, 20);(12, 20);(18, 20);(10, 21);(11, 21);(12, 21);(18, 21);(19, 21);(10, 22);(11, 22);(12, 22);(13, 22);(14, 22);(18, 22);(19, 22);(20, 22);(10, 23);(11, 23);(12, 23);(13, 23);(14, 23);(18, 23);(19, 23);(20, 23);(10, 24);(11, 24);(12, 24);(13, 24);(14, 24);(18, 24);(19, 24);(20, 24);(11, 25);(12, 25);(13, 25);(14, 25);(11, 26);(12, 26);(18, 26);(19, 26);(12, 27)
0x3e00000ff80001ffc0001cfe00000de00001cf00001c700003c700003830000703800070380007078000707800078700003cf00003ff00001fe00001fe00000fc000007800000000000000000000000	0	0	(7, 5);(6, 6);(7, 6);(6, 7);(8, 10);(12, 10);(8, 11);(10, 11);(11, 11);(12, 11);(9, 12);(10, 12);(11, 12);(8, 13);(9, 13);(10, 13);(13, 13);(14, 13);(15, 13);(18, 13);(18, 14)
0x3f80000ff80000ff80000f380000ff800007fc00001fc000001c000003c0000038000003c000003c00000380000038000003800000380000038000003800000380000018000000000	9	7	(24, 1);(25, 1);(12, 2);(20, 2);(21, 2);(23, 2);(24, 2);(25, 2);(26, 2);(10, 3);(11, 3);(12, 3);(20, 3);(21, 3);(22, 3);(23, 3);(24, 3);(25, 3);(26, 3);(27, 3);(10, 4);(11, 4);(12, 4);(13, 4);(14, 4);(15, 4);(16, 4);(19, 4);(20, 4);(21, 4);(22, 4);(23, 4);(24, 4);(25, 4);(26, 4);(27, 4);(4, 5);(12, 5);(13, 5);(14, 5);(15, 5);(16, 5);(18, 5);(19, 5);(20, 5);(21, 5);(22, 5);(23, 5);(24, 5);(25, 5);(26, 5);(12, 6);(13, 6);(14, 6);(15, 6);(16, 6);(18, 6);(19, 6);(20, 6);(21, 6);(22, 6);(23, 6);(24, 6);(25, 6);(26, 6);(11, 7);(12, 7);(13, 7);(14, 7);(15, 7);(19, 7);(20, 7);(21, 7);(22, 7);(23, 7);(24, 7);(25, 7);(26, 7);(27, 7);(3, 8);(8, 8);(9, 8);(10, 8);(12, 8);(13, 8);(14, 8);(15, 8);(18, 8);(19, 8);(20, 8);(21, 8);(22, 8);(23, 8);(24, 8);(25, 8);(26, 8);(2, 9);(3, 9);(4, 9);(6, 9);(7, 9);(9, 9);(10, 9);(13, 9);(14, 9);(17, 9);(18, 9);(19, 9);(20, 9);(21, 9);(22, 9);(23, 9);(24, 9);(25, 9);(26, 9);(6, 10);(9, 10);(10, 10);(13, 10);(14, 10);(18, 10);(19, 10);(20, 10);(21, 10);(22, 10);(23, 10);(24, 10);(25, 10);(4, 11);(5, 11);(6, 11);(9, 11);(10, 11);(14, 11);(17, 11);(18, 11);(19, 11);(20, 11);(21, 11);(22, 11);(23, 11);(24, 11);(4, 12);(5, 12);(6, 12);(8, 12);(9, 12);(14, 12);(15, 12);(19, 12);(20, 12);(21, 12);(22, 12);(23, 12);(5, 13);(6, 13);(8, 13);(9, 13);(14, 13);(15, 13);(20, 13);(21, 13);(22, 13);(23, 13);(6, 14);(9, 14);(10, 14);(14, 14);(15, 14);(16, 14);(17, 14);(18, 14);(19, 14);(20, 14);(6, 15);(8, 15);(9, 15);(10, 15);(11, 15);(15, 15);(16, 15);(17, 15);(18, 15);(25, 15);(6, 16);(9, 16);(10, 16);(11, 16);(15, 16);(16, 16);(17, 16);(18, 16);(24, 16);(25, 16);(5, 17);(6, 17);(7, 17);(8, 17);(15, 17);(19, 17);(20, 17);(21, 17);(22, 17);(5, 18);(6, 18);(7, 18);(8, 18);(13, 18);(14, 18);(21, 18);(22, 18);(5, 19);(6, 19);(7, 19);(8, 19);(9, 19);(10, 19);(11, 19);(12, 19);(13, 19);(14, 19);(22, 19);(4, 20);(5, 20);(6, 20);(7, 20);(8, 20);(9, 20);(10, 20);(11, 20);(12, 20);(13, 20);(21, 20);(22, 20);(23, 20);(4, 21);(5, 21);(6, 21);(7, 21);(8, 21);(9, 21);(10, 21);(11, 21);(12, 21);(21, 21);(22, 21);(23, 21);(4, 22);(5, 22);(6, 22);(7, 22);(8, 22);(11, 22);(12, 22);(21, 22);(22, 22);(23, 22);(3, 23);(4, 23);(5, 23);(6, 23);(7, 23);(8, 23);(11, 23);(12, 23);(21, 23);(22, 23);(23, 23);(4, 24);(5, 24);(6, 24);(20, 24);(21, 24);(22, 24);(23, 24);(4, 25);(5, 25);(20, 25);(21, 25);(22, 25);(23, 25);(20, 26);(21, 26);(22, 26);(20, 27);(21, 27);(22, 27)
0x3800001f8000038c000020c000000c000000c000000800000180000018000001800000100000030000003001c00300fc0071ff0007ffc0007fe0000100000000000000000000000000000000000000000000000000000	2	2	(14, 4);(7, 5);(14, 5);(15, 5);(7, 6);(14, 6);(15, 6);(14, 7);(15, 7);(16, 7);(13, 8);(14, 8);(15, 8);(16, 8);(4, 9);(13, 9);(14, 9);(15, 9);(4, 10);(12, 10);(13, 10);(4, 11);(9, 11);(5, 12);(6, 12);(20, 12);(20, 13);(5, 17);(6, 17);(3, 18);(4, 18);(5, 18);(6, 18);(7, 18);(3, 19);(4, 19);(5, 19);(6, 19);(7, 19);(3, 20);(4, 20);(5, 20);(6, 20);(7, 20);(3, 21);(4, 21);(5, 21);(6, 21);(7, 21);(11, 21);(4, 22);(5, 22);(6, 22);(7, 22);(13, 22);(14, 22);(4, 23);(5, 23);(6, 23);(7, 23);(13, 23);(14, 23);(5, 24);(7, 24);(13, 24);(14, 24)
0x4000000c00000080000008000001800000100000010000003000000200000020000002000000207000031f000031100001b300001fe000007c00000200000020000003000000000000000000000000000000000000000000000	6	6	(10, 18);(10, 19);(11, 19)
0x140c001fe1c003fe7c007fff80078ff000e0fc000e1f800073e00007fc00007f000003e000007c000007c00000fc00000fc00000f800001f800001f800000f000000c00000000000	8	8	(18, 10);(19, 10)
0x7e00000ffc0001ffc0007c3c0007030000e070000e060000e0c000071c00003f000001f000000f000000e000001f000001f000001b0000036000003e000003e000003800000000000000000	8	8	(17, 12);(18, 12)
0xfc00007fe00007fe000071f00e0607008070f00007fe00003fe0000ff80007fc0001ff80003f980007c08000780c000600c0004018000603800070700003fc00001f8000000000000000000000000	8	8	(18, 6);(19, 6);(18, 7);(15, 19);(16, 19);(15, 20);(16, 20);(15, 21);(16, 21);(16, 22);(16, 23);(17, 23)
0x3f800007fc000001c000001c00000380000038000007000000e000001c00000380000038000007000000e000001c0000038000007000001e0000038000007800000e00000000000000000000000000	7	7	(15, 3);(16, 3);(15, 4);(16, 4);(16, 5);(17, 10);(18, 10);(17, 11);(21, 13);(18, 14);(19, 14);(20, 14);(21, 14);(22, 14);(23, 14);(13, 15);(17, 15);(18, 15);(19, 15);(20, 15);(21, 15);(22, 15);(12, 16);(16, 16);(17, 16);(18, 16);(19, 16);(20, 16);(21, 16);(22, 16);(23, 16);(12, 17);(15, 17);(16, 17);(17, 17);(18, 17);(19, 17);(20, 17);(21, 17);(22, 17);(23, 17);(15, 18);(16, 18);(17, 18);(18, 18);(19, 18);(20, 18);(21, 18);(22, 18);(23, 18);(15, 19);(16, 19);(17, 19);(18, 19);(19, 19);(20, 19);(21, 19);(22, 19);(23, 19);(15, 20);(16, 20);(17, 20);(18, 20);(19, 20);(20, 20);(21, 20);(22, 20);(15, 21);(16, 21);(17, 21);(18, 21);(19, 21);(20, 21);(21, 21);(22, 21);(23, 21);(14, 22);(15, 22);(16, 22);(17, 22);(18, 22);(19, 22);(20, 22);(21, 22);(22, 22);(13, 23);(14, 23);(15, 23);(16, 23);(17, 23);(18, 23);(19, 23);(20, 23);(21, 23);(22, 23);(15, 24);(17, 24);(18, 24);(19, 24);(20, 24);(21, 24);(22, 24);(18, 25);(19, 25);(20, 25)
0xc0000018380002060000c1c0000c38000187000030c000033800003f000000e000001c0000030000006000000c00000180000030000002000000400000000000000000000000000	4	4	(18, 9)
0x7c00003fc0000f040001c040003808000300000030000003b800001f8000003800000380000030000007000000e000000e000000c000001c00000180000030000003000000000000000000	9	9	(18, 7);(19, 7);(20, 7);(18, 8);(19, 8);(20, 8);(21, 8);(17, 9);(18, 9);(19, 9);(20, 9);(21, 9);(17, 10);(18, 10);(19, 10);(20, 10);(12, 12);(13, 16);(14, 16);(18, 16);(15, 17);(16, 17);(17, 17);(18, 17);(15, 18);(16, 18);(17, 18);(18, 18);(15, 19);(16, 19);(17, 19);(18, 19);(19, 19);(10, 20);(15, 20);(16, 20);(17, 20);(18, 20);(9, 21);(16, 21);(17, 21);(18, 21);(7, 22);(16, 22);(17, 22);(18, 22);(8, 23);(10, 23);(17, 23)
0x7f80000f080001c0000030000007000000701c0007ffc0001ff8000007000000e000001c0000038000007000000e000001c000003800000f000001c00000380000030000000000000000000	9	9	(16, 15);(15, 16);(16, 16);(15, 17);(11, 20);(14, 21)
0xe000001f800003fc0000f0e0000e060000c06000000700000030000003000000200000060000007c00001f00000fc00003dc00003180000330000067000003e0000038000000000000000000000000	2	7	(16, 2);(17, 2);(18, 2);(16, 3);(17, 3);(18, 3);(19, 3);(3, 4);(16, 4);(17, 4);(18, 4);(19, 4);(3, 5);(4, 5);(16, 5);(17, 5);(18, 5);(19, 5);(3, 6);(4, 6);(18, 6);(19, 6);(3, 7);(4, 7);(17, 7);(18, 7);(19, 7);(20, 7);(21, 7);(8, 8);(9, 8);(13, 8);(14, 8);(18, 8);(19, 8);(20, 8);(21, 8);(22, 8);(8, 9);(9, 9);(10, 9);(13, 9);(14, 9);(17, 9);(18, 9);(19, 9);(20, 9);(21, 9);(23, 9);(4, 10);(5, 10);(8, 10);(9, 10);(13, 10);(14, 10);(15, 10);(16, 10);(17, 10);(18, 10);(24, 10);(4, 11);(5, 11);(8, 11);(14, 11);(15, 11);(16, 11);(17, 11);(18, 11);(22, 11);(4, 12);(14, 12);(15, 12);(16, 12);(17, 12);(22, 12);(3, 13);(4, 13);(14, 13);(15, 13);(16, 13);(17, 13);(4, 14);(7, 14);(14, 14);(17, 14);(21, 14);(22, 14);(4, 15);(5, 15);(7, 15);(17, 15);(20, 15);(21, 15);(22, 15);(3, 16);(4, 16);(5, 16);(7, 16);(8, 16);(17, 16);(22, 16);(23, 16);(3, 17);(4, 17);(5, 17);(7, 17);(8, 17);(15, 17);(16, 17);(20, 17);(21, 17);(22, 17);(23, 17);(24, 17);(3, 18);(4, 18);(5, 18);(18, 18);(19, 18);(20, 18);(21, 18);(22, 18);(23, 18);(18, 19);(19, 19);(20, 19);(21, 19);(23, 19);(17, 20);(18, 20);(19, 20);(21, 20);(17, 21);(18, 21);(19, 21);(17, 22);(18, 22);(19, 22);(17, 23);(18, 23);(19, 23);(17, 24);(19, 24)
0xf0001fff0001ff00003fc00007fe00007ff00007030000003000000380000038000003800000380000038007ff7000ffff00061fe00000000000000000000000000000000000000000000	5	5	(9, 7);(4, 8);(9, 8);(4, 9);(4, 10);(5, 10);(11, 10);(4, 11);(5, 11);(8, 11);(11, 11);(4, 12);(5, 12);(8, 12);(4, 13);(9, 18);(9, 19);(10, 19);(6, 20);(7, 20);(9, 20);(10, 20);(6, 21);(7, 21);(9, 21);(10, 21);(6, 22);(7, 22);(9, 22);(10, 22);(6, 23);(7, 23);(9, 23)
0x3800000f800003f80000f300001e7000038600007070000e070000c1f000187e0003ffc0001ff80000f380000070000007000000c000001c00000380000070000007000000000000000000	9	9	(9, 14);(8, 15);(9, 15);(7, 16);(8, 16);(7, 17);(15, 20);(14, 21);(15, 21)
0x3c000007e000007e000007e000007e000007e00000fe00000fe00000fc00000fc00001fc00001f800001f800003f000003e000007e000007e00000fc00000fc0000078000000000000000000000000	1	1	(15, 1);(5, 2);(6, 2);(7, 2);(8, 2);(9, 2);(10, 2);(11, 2);(14, 2);(15, 2);(16, 2);(5, 3);(6, 3);(7, 3);(8, 3);(9, 3);(10, 3);(11, 3);(14, 3);(15, 3);(16, 3);(17, 3);(5, 4);(6, 4);(7, 4);(8, 4);(9, 4);(10, 4);(11, 4);(15, 4);(16, 4);(6, 5);(7, 5);(8, 5);(9, 5);(10, 5);(11, 5);(27, 5);(4, 6);(5, 6);(6, 6);(7, 6);(8, 6);(9, 6);(10, 6);(11, 6);(27, 6);(4, 7);(5, 7);(6, 7);(7, 7);(8, 7);(9, 7);(10, 7);(11, 7);(20, 7);(21, 7);(22, 7);(3, 8);(5, 8);(6, 8);(7, 8);(10, 8);(11, 8);(17, 8);(18, 8);(19, 8);(20, 8);(4, 9);(6, 9);(10, 9);(11, 9);(12, 9);(17, 9);(18, 9);(19, 9);(6, 10);(7, 10);(8, 10);(9, 10);(10, 10);(11, 10);(12, 10);(13, 10);(16, 10);(17, 10);(4, 11);(5, 11);(6, 11);(7, 11);(8, 11);(9, 11);(10, 11);(11, 11);(12, 11);(13, 11);(19, 11);(20, 11);(21, 11);(5, 12);(6, 12);(7, 12);(8, 12);(9, 12);(15, 12);(16, 12);(17, 12);(18, 12);(19, 12);(20, 12);(21, 12);(5, 13);(9, 13);(10, 13);(11, 13);(13, 13);(15, 13);(16, 13);(17, 13);(18, 13);(19, 13);(20, 13);(24, 13);(3, 14);(9, 14);(10, 14);(11, 14);(12, 14);(13, 14);(14, 14);(15, 14);(16, 14);(17, 14);(18, 14);(19, 14);(20, 14);(22, 14);(23, 14);(24, 14);(8, 15);(9, 15);(10, 15);(11, 15);(12, 15);(13, 15);(14, 15);(15, 15);(16, 15);(19, 15);(20, 15);(21, 15);(9, 16);(10, 16);(18, 16);(19, 16);(20, 16);(21, 16);(16, 17);(17, 17);(18, 17);(19, 17);(13, 18);(18, 18);(19, 18);(7, 19);(8, 19);(9, 19);(10, 19);(11, 19);(18, 19);(0, 20);(1, 20);(7, 20);(8, 20);(9, 20);(10, 20);(11, 20);(0, 21);(1, 21);(4, 21);(8, 21);(9, 21);(10, 21);(11, 21);(22, 21);(0, 22);(1, 22);(3, 22);(8, 22);(9, 22);(10, 22);(11, 22);(12, 22);(22, 22);(1, 23);(2, 23);(3, 23);(8, 23);(10, 23);(11, 23);(22, 23);(0, 24);(1, 24);(2, 24);(3, 24);(4, 24);(10, 24);(11, 24);(12, 24);(0, 25);(1, 25);(2, 25);(3, 25);(10, 25);(11, 25);(12, 25);(8, 26);(9, 26);(10, 26);(11, 26);(12, 26);(13, 26);(20, 26);(21, 26);(22, 26);(23, 26);(8, 27);(9, 27);(10, 27);(11, 27);(12, 27);(13, 27);(20, 27);(21, 27);(22, 27);(23, 27)
0x1c000001e000003e000003f000003f000007e00000fe00000fe00000fc00001fc00001f800003f800003f800007f000007f00000fe000007c000007c000007c00000380000000000000000000000000000000	1	8	(17, 9);(20, 9);(16, 10);(17, 10);(18, 10);(10, 12);(4, 18);(8, 18);(11, 18);(7, 19);(8, 19);(15, 19);(15, 20);(16, 20);(15, 21);(16, 21);(17, 21);(15, 22);(16, 22);(17, 22);(15, 23);(16, 23);(17, 23)
0x100f0003fff8007fff8007fff000fffe000fbe0000fe000027f000071f80007efc0003ffc0003ff80000ff800007e000000000000000000000000000000000000000000000	5	5	(13, 8);(14, 15);(10, 16);(10, 17);(19, 17);(10, 18);(18, 18);(19, 18);(10, 19);(13, 19);(18, 19);(19, 19);(10, 20);(13, 20);(19, 20);(13, 21)
0x70000007800000f800001f800001f800003f800003f800007f80000ff00000fe00001fc00003f800007f80000ff00000fe00001fc00003fc00003f800001f000000600000000000000000000000000000000	1	2	(13, 5);(10, 6);(11, 6);(12, 6);(13, 6);(15, 6);(9, 7);(10, 7);(11, 7);(12, 7);(13, 7);(14, 7);(19, 7);(20, 7);(21, 7);(8, 8);(9, 8);(10, 8);(11, 8);(12, 8);(13, 8);(17, 8);(18, 8);(19, 8);(20, 8);(21, 8);(23, 8);(9, 9);(10, 9);(11, 9);(12, 9);(16, 9);(17, 9);(18, 9);(19, 9);(21, 9);(24, 9);(15, 10);(16, 10);(17, 10);(16, 11);(6, 16);(13, 17);(14, 17);(9, 18);(10, 18);(11, 18);(13, 18);(8, 19);(9, 19);(10, 19);(11, 19);(8, 20);(9, 20)
0x3e000003f000003f800003fc00000fc0001ffc0003ff80001ff000007e001001f003c1ff003fffe000fff80000200000000000000000000000000000000000000000000000000000	3	3	(11, 3);(12, 3);(13, 3);(11, 4);(12, 4);(13, 4);(14, 4);(15, 4);(11, 5);(12, 5);(13, 5);(14, 5);(15, 5);(16, 5);(12, 6);(13, 6);(14, 6);(15, 6);(16, 6);(17, 6);(12, 7);(13, 7);(14, 7);(15, 7);(16, 7);(17, 7);(19, 7);(14, 8);(15, 8);(16, 8);(17, 8);(19, 8);(13, 9);(14, 9);(15, 9);(16, 9);(17, 9);(19, 9);(14, 10);(15, 10);(16, 10);(17, 10);(12, 11);(15, 11);(16, 11);(12, 12);(13, 12);(15, 12);(16, 12);(12, 13);(13, 13);(16, 13);(12, 14);(13, 14);(14, 14);(12, 15);(13, 15);(14, 15);(15, 15);(25, 15);(12, 16);(13, 16);(25, 16);(12, 17);(25, 17);(6, 18);(18, 19);(19, 19);(17, 20);(18, 20);(19, 20);(16, 21);(17, 21);(18, 21);(19, 21);(16, 22);(17, 22);(18, 22);(15, 23);(15, 24)
0x200e0003fff0007fff8007fff800fffc000fe00000ff000003fc000707e0007fff0007fff8003fff8000ffe000000000000000000000000000000000000000000000000000	5	5	(14, 7);(15, 7);(15, 8);(18, 8);(6, 9);(7, 9);(5, 10);(6, 10);(6, 11);(7, 11);(8, 11);(10, 11);(12, 11);(16, 11);(5, 12);(6, 12);(7, 12);(10, 12);(11, 12);(12, 12);(5, 13);(6, 13);(7, 13);(9, 13);(10, 13);(11, 13);(12, 13);(5, 14);(6, 14);(7, 14);(10, 14);(11, 14);(5, 15);(6, 15);(7, 15);(10, 15);(13, 15);(6, 16);(10, 16);(11, 16);(13, 16);(14, 16);(6, 17);(10, 17);(13, 17);(16, 17);(6, 18);(10, 18);(13, 18);(16, 18);(6, 19);(9, 19);(10, 19);(13, 19);(20, 19);(9, 20);(10, 20);(13, 20);(20, 20);(13, 21);(14, 21);(18, 21);(19, 21);(20, 21);(13, 22);(18, 22);(19, 22);(10, 23)
0x300000078000007800000f800001f800003f800003f800007f80000ff00000fe00001fc00003fc00007f80000ff00001fe00003fc00003fc00001f800001f000001e00000000000000000000000000000000	1	1	(4, 13);(5, 13);(4, 14);(12, 14);(4, 15);(5, 15);(10, 15);(11, 15);(10, 16);(15, 18);(17, 19);(15, 21)
0x6000000f000000f800003fc00003fc00007f800007f00000ff00000fe00001fc00001fc00003f800003f800007f000007e00000fe00000fc00000fc00000780000078000000000000000000000000	1	8	(8, 19);(11, 19);(9, 21)
0xffc0003ffc0007ffe000fffe000fe7e000fcfc000f9fc000f3f800003f000007e00000fe00000fc00001f800003f000007e00000fe00001fc00001f800001f000000f000000000000000000	7	7	(9, 8);(14, 11);(15, 11);(18, 11);(13, 12);(14, 12);(15, 12);(17, 12);(18, 12);(13, 13);(14, 13);(17, 13);(12, 14);(16, 14);(17, 14);(9, 17);(10, 17);(9, 18);(10, 18)
0x7c00001ff00003ff80003ffc0003ffc0001c3e00003fe0000ffc0001ffc0041ff800e0ff801f007c00fc07c007fffc003fffc001fffc0007ffc0000ff0000000000000000000000000000000000000	3	3	(3, 0);(4, 0);(5, 0);(12, 0);(13, 0);(18, 0);(19, 0);(20, 0);(3, 1);(4, 1);(5, 1);(6, 1);(7, 1);(12, 1);(19, 1);(4, 2);(5, 2);(6, 2);(7, 2);(8, 2);(9, 2);(11, 2);(12, 2);(13, 2);(15, 2);(16, 2);(17, 2);(4, 3);(5, 3);(6, 3);(7, 3);(8, 3);(9, 3);(11, 3);(12, 3);(13, 3);(15, 3);(21, 3);(5, 4);(6, 4);(7, 4);(12, 4);(13, 4);(14, 4);(20, 4);(21, 4);(13, 5);(17, 5);(18, 5);(19, 5);(20, 5);(21, 5);(22, 5);(13, 6);(14, 6);(18, 6);(20, 6);(21, 6);(22, 6);(23, 6);(13, 7);(14, 7);(15, 7);(18, 7);(19, 7);(21, 7);(22, 7);(6, 8);(7, 8);(14, 8);(15, 8);(16, 8);(18, 8);(19, 8);(20, 8);(21, 8);(22, 8);(1, 9);(6, 9);(7, 9);(8, 9);(9, 9);(13, 9);(14, 9);(15, 9);(16, 9);(18, 9);(19, 9);(20, 9);(22, 9);(0, 10);(1, 10);(6, 10);(10, 10);(14, 10);(15, 10);(16, 10);(17, 10);(18, 10);(19, 10);(1, 11);(6, 11);(9, 11);(10, 11);(13, 11);(15, 11);(16, 11);(17, 11);(18, 11);(19, 11);(20, 11);(1, 12);(2, 12);(6, 12);(7, 12);(8, 12);(9, 12);(10, 12);(12, 12);(13, 12);(16, 12);(17, 12);(19, 12);(20, 12);(26, 12);(27, 12);(1, 13);(2, 13);(3, 13);(4, 13);(9, 13);(10, 13);(12, 13);(13, 13);(16, 13);(17, 13);(19, 13);(20, 13);(21, 13);(22, 13);(26, 13);(27, 13);(2, 14);(3, 14);(4, 14);(9, 14);(11, 14);(12, 14);(13, 14);(16, 14);(17, 14);(21, 14);(22, 14);(26, 14);(27, 14);(2, 15);(3, 15);(4, 15);(8, 15);(11, 15);(12, 15);(13, 15);(17, 15);(22, 15);(26, 15);(27, 15);(3, 16);(4, 16);(7, 16);(8, 16);(12, 16);(13, 16);(14, 16);(16, 16);(17, 16);(26, 16);(27, 16);(4, 17);(7, 17);(10, 17);(12, 17);(13, 17);(14, 17);(15, 17);(27, 17);(5, 18);(14, 18);(15, 18);(16, 18);(17, 18);(19, 18);(27, 18);(4, 19);(5, 19);(14, 19);(15, 19);(16, 19);(17, 19);(18, 19);(19, 19);(20, 19);(27, 19);(3, 20);(4, 20);(5, 20);(6, 20);(14, 20);(15, 20);(16, 20);(17, 20);(18, 20);(19, 20);(22, 20);(5, 21);(6, 21);(7, 21);(16, 21);(17, 21);(18, 21);(19, 21);(22, 21);(12, 22);(19, 22);(20, 22);(21, 22);(22, 22);(23, 22);(11, 23);(12, 23);(13, 23);(16, 23);(17, 23);(18, 23);(19, 23);(20, 23);(21, 23);(22, 23);(23, 23);(10, 24);(11, 24);(12, 24);(13, 24);(15, 24);(16, 24);(17, 24);(18, 24);(19, 24);(20, 24);(21, 24);(22, 24);(23, 24);(9, 25);(13, 25);(14, 25);(15, 25);(16, 25);(17, 25);(18, 25);(19, 25);(20, 25);(21, 25);(22, 25);(8, 26);(9, 26);(13, 26);(14, 26);(15, 26);(16, 26);(17, 26);(18, 26);(19, 26);(20, 26);(21, 26);(13, 27);(14, 27);(15, 27);(16, 27);(17, 27);(18, 27);(19, 27);(20, 27);(21, 27)
